"gene" "label"
"NAGLU" "PortHep"
"HSD17B1" "None"
"RP11-400F19.6" "None"
"COASY" "None"
"MLX" "None"
"PSMC3IP" "None"
"FAM134C" "None"
"TUBG1" "None"
"TUBG2" "None"
"PLEKHH3" "None"
"CCR10" "Anti_B"
"CTD-3193K9.4" "None"
"CNTNAP1" "None"
"EZH1" "None"
"CTD-3193K9.11" "None"
"RAMP2-AS1" "None"
"RAMP2" "None"
"VPS25" "None"
"WNK4" "None"
"COA3" "None"
"CNTD1" "None"
"BECN1" "None"
"PSME3" "None"
"AOC2" "None"
"AOC3" "Stellate"
"LINC00671" "None"
"G6PC" "Hep"
"AARSD1" "None"
"PTGES3L" "None"
"RUNDC1" "None"
"RPL27" "any_B_cell"
"IFI35" "None"
"VAT1" "None"
"RND2" "None"
"BRCA1" "gd_T_2"
"RP11-242D8.1" "None"
"NBR1" "None"
"TMEM106A" "None"
"LINC00910" "None"
"ARL4D" "None"
"DHX8" "None"
"ETV4" "None"
"MEOX1" "None"
"DUSP3" "None"
"MPP3" "None"
"CD300LG" "None"
"RP11-527L4.2" "None"
"NAGS" "None"
"TMEM101" "any_T_cell"
"LSM12" "None"
"G6PC3" "None"
"HDAC5" "None"
"C17orf53" "None"
"ASB16" "None"
"ASB16-AS1" "None"
"TMUB2" "None"
"ATXN7L3" "None"
"UBTF" "None"
"RP5-882C2.2" "None"
"SLC4A1" "Erythroid"
"RUNDC3A-AS1" "None"
"RUNDC3A" "None"
"SLC25A39" "Erythroid"
"GRN" "Mac"
"FAM171A2" "None"
"ITGA2B" "None"
"GPATCH8" "None"
"FZD2" "None"
"MEIOC" "None"
"CCDC43" "None"
"RP11-1072C15.4" "None"
"DBF4B" "None"
"ADAM11" "None"
"GJC1" "None"
"HIGD1B" "None"
"EFTUD2" "None"
"KIF18B" "gd_T_2"
"CTD-2534I21.8" "None"
"C1QL1" "None"
"DCAKD" "None"
"NMT1" "CentralHep"
"PLCD3" "None"
"ACBD4" "None"
"AC142472.6" "None"
"HEXIM1" "Cholan"
"AC002117.1" "None"
"HEXIM2" "None"
"RP13-890H12.2" "None"
"CTD-2020K17.1" "None"
"FMNL1" "any_T_cell"
"CTD-2020K17.3" "None"
"CTD-2020K17.4" "None"
"MAP3K14-AS1" "None"
"MAP3K14" "None"
"CTB-39G8.2" "None"
"ARHGAP27" "None"
"PLEKHM1" "None"
"RP11-798G7.8" "None"
"RP11-798G7.5" "None"
"RP11-798G7.6" "None"
"MAPT" "None"
"RP11-669E14.4" "None"
"KANSL1" "None"
"RP11-669E14.6" "None"
"KANSL1-AS1" "None"
"ARL17B" "None"
"LRRC37A" "None"
"LRRC37A2" "None"
"ARL17A" "None"
"FAM215B" "None"
"NSF" "None"
"WNT3" "None"
"RP11-63A1.1" "None"
"GOSR2" "None"
"RPRML" "None"
"CDC27" "None"
"MYL4" "Erythroid"
"ITGB3" "None"
"RP11-290H9.5" "None"
"THCAT158" "None"
"EFCAB13" "None"
"NPEPPS" "None"
"RP11-580I16.2" "None"
"KPNB1" "None"
"TBKBP1" "None"
"TBX21" "gd_T_1"
"OSBPL7" "None"
"MRPL10" "any_T_cell"
"LRRC46" "None"
"SCRN2" "None"
"SP6" "None"
"SP2" "None"
"SP2-AS1" "None"
"PNPO" "PortHep"
"RP11-6N17.6" "None"
"PRR15L" "Cholan"
"CDK5RAP3" "None"
"COPZ2" "None"
"NFE2L1" "None"
"RP5-890E16.5" "None"
"CBX1" "None"
"SNX11" "None"
"SKAP1" "any_T_cell"
"RP11-456D7.1" "None"
"HOXB2" "None"
"HOXB-AS1" "None"
"HOXB3" "None"
"HOXB-AS3" "None"
"HOXB4" "None"
"HOXB5" "None"
"HOXB6" "NonInfl_Mac"
"HOXB7" "None"
"RP11-357H14.17" "None"
"CTD-2377D24.6" "None"
"TTLL6" "None"
"CALCOCO2" "None"
"ATP5G1" "CentralHep"
"UBE2Z" "None"
"SNF8" "any_T_cell"
"IGF2BP1" "None"
"GNGT2" "any_T_cell"
"ABI3" "any_T_cell"
"PHOSPHO1" "None"
"ZNF652" "any_T_cell"
"PHB" "None"
"RP11-1079K10.4" "None"
"NGFR" "None"
"NXPH3" "None"
"SPOP" "None"
"SLC35B1" "Anti_B"
"FAM117A" "Erythroid"
"KAT7" "None"
"RP11-304F15.3" "None"
"DLX4" "None"
"ITGA3" "None"
"PDK2" "None"
"RP5-875H18.10" "None"
"SAMD14" "None"
"PPP1R9B" "None"
"SGCA" "Stellate"
"COL1A1" "Stellate"
"TMEM92" "None"
"XYLT2" "None"
"MRPL27" "None"
"EME1" "None"
"LRRC59" "Anti_B"
"ACSF2" "None"
"CHAD" "None"
"RP11-94C24.13" "None"
"RSAD1" "None"
"MYCBPAP" "None"
"EPN3" "None"
"SPATA20" "None"
"ABCC3" "None"
"ANKRD40" "None"
"RP11-294J22.6" "None"
"LUC7L3" "None"
"TOB1" "None"
"RP11-700H6.1" "None"
"SPAG9" "None"
"NME1" "any_B_cell"
"NME1-NME2" "None"
"NME2" "None"
"MBTD1" "None"
"UTP18" "None"
"TOM1L1" "PortHep"
"COX11" "None"
"RP11-257O5.4" "None"
"STXBP4" "None"
"HLF" "Hep"
"RP11-515O17.2" "None"
"RP11-515O17.3" "None"
"MMD" "NonInfl_Mac"
"TMEM100" "None"
"PCTP" "CentralHep"
"C17orf67" "None"
"DGKE" "None"
"TRIM25" "None"
"RP11-670E13.6" "None"
"COIL" "None"
"SCPEP1" "None"
"RP11-166P13.3" "None"
"AKAP1" "None"
"RP11-166P13.4" "None"
"MSI2" "None"
"MRPS23" "None"
"CUEDC1" "None"
"VEZF1" "None"
"RP11-159D12.5" "None"
"RP11-159D12.2" "None"
"SRSF1" "None"
"RP11-159D12.10" "None"
"DYNLL2" "PortHep"
"RP11-506H21.5" "None"
"MKS1" "None"
"LPO" "None"
"MPO" "None"
"BZRAP1" "None"
"BZRAP1-AS1" "None"
"RP5-1171I10.5" "None"
"SUPT4H1" "None"
"RNF43" "None"
"HSF5" "None"
"MTMR4" "None"
"SEPT4-AS1" "None"
"SEPT4" "Stellate"
"TEX14" "None"
"RAD51C" "gd_T_2"
"PPM1E" "None"
"TRIM37" "None"
"AC099850.1" "None"
"SKA2" "gd_T_2"
"PRR11" "gd_T_2"
"SMG8" "None"
"GDPD1" "None"
"YPEL2" "None"
"DHX40" "None"
"RP11-758H9.2" "None"
"CLTC" "None"
"PTRH2" "None"
"VMP1" "Mac"
"TUBD1" "None"
"RPS6KB1" "None"
"RNFT1" "None"
"RP11-178C3.2" "None"
"HEATR6" "None"
"CTD-2319I12.2" "None"
"CA4" "None"
"USP32" "None"
"APPBP2" "None"
"PPM1D" "None"
"BCAS3" "None"
"TBX2-AS1" "None"
"TBX2" "None"
"C17orf82" "None"
"NACA2" "None"
"BRIP1" "None"
"INTS2" "None"
"MED13" "None"
"EFCAB3" "None"
"METTL2A" "None"
"TLK2" "None"
"MRC2" "None"
"MARCH10" "None"
"TANC2" "None"
"CYB561" "None"
"ACE" "NonInfl_Mac"
"DCAF7" "gd_T_2"
"TACO1" "None"
"MAP3K3" "None"
"LIMD2" "any_B_cell"
"STRADA" "None"
"CCDC47" "PortHep"
"DDX42" "None"
"FTSJ3" "None"
"PSMC5" "None"
"SMARCD2" "PortHep"
"CD79B" "B_cells"
"SCN4A" "None"
"PRR29-AS1" "None"
"PRR29" "None"
"ICAM2" "CV_LSECs"
"ERN1" "None"
"SNHG25" "None"
"TEX2" "PortHep"
"PECAM1" "None"
"MILR1" "None"
"POLG2" "None"
"DDX5" "None"
"CEP95" "None"
"SMURF2" "None"
"LRRC37A3" "None"
"RP11-927P21.1" "None"
"GNA13" "None"
"RP11-583F2.5" "None"
"RP11-160O5.1" "None"
"RGS9" "None"
"AXIN2" "None"
"CEP112" "None"
"APOH" "Hep"
"PRKCA" "None"
"HELZ" "None"
"RP11-401F2.3" "None"
"PSMD12" "None"
"PITPNC1" "None"
"NOL11" "None"
"BPTF" "None"
"C17orf58" "None"
"KPNA2" "gd_T_2"
"AC145343.2" "None"
"RP11-147L13.11" "None"
"RP11-147L13.12" "None"
"RP11-147L13.13" "None"
"RP11-147L13.14" "None"
"RP11-147L13.8" "None"
"RP11-147L13.15" "None"
"RP11-147L13.2" "None"
"AMZ2" "None"
"ARSG" "None"
"SLC16A6" "None"
"WIPI1" "None"
"PRKAR1A" "None"
"FAM20A" "PortHep"
"LINC01482" "None"
"RP11-118B18.2" "None"
"ABCA8" "PortHep"
"ABCA9" "None"
"ABCA6" "Hep"
"ABCA10" "None"
"ABCA5" "PortHep"
"MAP2K6" "None"
"RP1-193H18.3" "None"
"RP1-193H18.2" "None"
"LINC01483" "None"
"KCNJ16" "Cholan"
"KCNJ2-AS1" "None"
"KCNJ2" "NonInfl_Mac"
"RP11-238F2.1" "None"
"AC005152.3" "None"
"SOX9" "Cholan"
"LINC00511" "None"
"SLC39A11" "PortalHep2"
"SSTR2" "None"
"COG1" "None"
"FAM104A" "None"
"C17orf80" "None"
"CDC42EP4" "None"
"SDK2" "None"
"RPL38" "any_B_cell"
"MGC16275" "None"
"TTYH2" "None"
"KIF19" "None"
"GPRC5C" "PortHep"
"CD300A" "None"
"CD300LB" "None"
"CD300C" "None"
"CTD-2006K23.1" "None"
"CD300E" "Infl_Mac"
"RAB37" "None"
"CD300LF" "None"
"SLC9A3R1" "None"
"NAT9" "None"
"TMEM104" "None"
"GRIN2C" "None"
"FDXR" "None"
"FADS6" "None"
"HID1" "None"
"HID1-AS1" "None"
"CDR2L" "None"
"ICT1" "None"
"KCTD2" "None"
"ATP5H" "CentralHep"
"SLC16A5" "None"
"ARMC7" "None"
"NT5C" "None"
"HN1" "gd_T_2"
"SUMO2" "gd_T_2"
"NUP85" "None"
"GGA3" "None"
"MRPS7" "None"
"MIF4GD" "any_T_cell"
"RP11-649A18.12" "None"
"SLC25A19" "None"
"GRB2" "Mac"
"TMEM94" "None"
"CASKIN2" "LSECs"
"TSEN54" "None"
"LLGL2" "Cholan"
"MYO15B" "None"
"RECQL5" "None"
"SMIM5" "Erythroid"
"SMIM6" "Cholan"
"SAP30BP" "None"
"ITGB4" "None"
"GALK1" "Hep"
"H3F3B" "None"
"UNK" "None"
"UNC13D" "None"
"WBP2" "None"
"TRIM47" "None"
"RP11-552F3.9" "None"
"TRIM65" "None"
"MRPL38" "None"
"ACOX1" "Hep"
"TEN1-CDK3" "None"
"EVPL" "None"
"SRP68" "None"
"ZACN" "None"
"GALR2" "None"
"EXOC7" "None"
"FOXJ1" "None"
"RP11-449J21.5" "None"
"RNF157" "None"
"UBALD2" "gd_T_2"
"QRICH2" "None"
"PRPSAP1" "gd_T_2"
"SPHK1" "Cholan"
"UBE2O" "None"
"AANAT" "None"
"RHBDF2" "None"
"CYGB" "None"
"PRCD" "None"
"ST6GALNAC2" "None"
"ST6GALNAC1" "None"
"RP11-318A15.2" "None"
"MXRA7" "Stellate"
"JMJD6" "None"
"METTL23" "None"
"SRSF2" "gd_T_2"
"MFSD11" "None"
"MGAT5B" "None"
"SEC14L1" "LSECs"
"SEPT9" "any_T_cell"
"RP11-936I5.1" "None"
"FLJ45079" "None"
"TNRC6C" "None"
"TMC6" "None"
"TMC8" "None"
"C17orf99" "Erythroid"
"SYNGR2" "None"
"TK1" "gd_T_2"
"AFMID" "PortHep"
"BIRC5" "gd_T_2"
"RP11-219G17.4" "None"
"AC061992.2" "None"
"SOCS3" "None"
"RP11-806H10.4" "None"
"PGS1" "None"
"DNAH17" "None"
"CTD-2357A8.3" "None"
"CYTH1" "None"
"USP36" "None"
"TIMP2" "LSECs"
"CEP295NL" "None"
"LGALS3BP" "Stellate"
"CANT1" "None"
"C1QTNF1-AS1" "None"
"C1QTNF1" "None"
"ENGASE" "None"
"RBFOX3" "None"
"HP09025" "None"
"ENPP7" "None"
"CBX2" "None"
"CBX8" "None"
"CBX4" "None"
"RP11-353N14.5" "None"
"RP11-353N14.4" "None"
"TBC1D16" "NonInfl_Mac"
"CTD-2529O21.2" "None"
"CCDC40" "None"
"GAA" "None"
"EIF4A3" "None"
"CARD14" "None"
"RP11-334C17.5" "None"
"SGSH" "None"
"SLC26A11" "None"
"RNF213" "any_T_cell"
"CTD-2047H16.4" "None"
"ENDOV" "None"
"CTD-2526A2.2" "None"
"RPTOR" "None"
"CHMP6" "None"
"CTD-2561B21.11" "None"
"BAIAP2-AS1" "None"
"BAIAP2" "None"
"AATK" "None"
"CEP131" "None"
"ENTHD2" "None"
"C17orf89" "None"
"SLC38A10" "None"
"RP11-455O6.8" "None"
"LINC00482" "None"
"TMEM105" "None"
"RP11-455O6.9" "None"
"RP11-1055B8.9" "None"
"RP11-1055B8.10" "None"
"RP11-1055B8.4" "None"
"BAHCC1" "None"
"ACTG1" "any_T_cell"
"FAAP100" "None"
"NPLOC4" "None"
"TSPAN10" "None"
"PDE6G" "None"
"OXLD1" "None"
"CCDC137" "None"
"ARL16" "None"
"HGS" "None"
"RP13-1032I1.11" "None"
"RP13-1032I1.7" "None"
"MRPL12" "None"
"SLC25A10" "None"
"GCGR" "PortHep"
"FAM195B" "gd_T_2"
"PPP1R27" "None"
"P4HB" "Hep"
"RP11-498C9.2" "None"
"RP11-498C9.3" "None"
"ARHGDIA" "gd_T_2"
"RP11-498C9.15" "None"
"ALYREF" "None"
"ANAPC11" "CentralHep"
"NPB" "None"
"PCYT2" "PortHep"
"SIRT7" "any_T_cell"
"MAFG" "None"
"MAFG-AS1" "None"
"PYCR1" "any_B_cell"
"RP11-498C9.13" "None"
"NOTUM" "None"
"ASPSCR1" "None"
"STRA13" "None"
"LRRC45" "None"
"RAC3" "None"
"DCXR" "Hep"
"RP13-650J16.1" "None"
"RFNG" "PortHep"
"GPS1" "None"
"DUS1L" "PortHep"
"FASN" "PortHep"
"CCDC57" "None"
"RP13-516M14.2" "None"
"SLC16A3" "None"
"CSNK1D" "None"
"RP13-516M14.4" "None"
"RP13-516M14.1" "None"
"CD7" "None"
"SECTM1" "None"
"RP13-20L14.1" "None"
"OGFOD3" "None"
"HEXDC" "None"
"C17orf62" "gd_T_2"
"RP13-20L14.6" "None"
"NARF" "Erythroid"
"RP13-991F5.2" "None"
"FOXK2" "None"
"RP13-638C3.4" "None"
"WDR45B" "None"
"RAB40B" "None"
"RP11-388C12.1" "None"
"FN3KRP" "None"
"FN3K" "None"
"TBCD" "None"
"B3GNTL1" "gd_T_2"
"METRNL" "None"
"AC144831.3" "None"
"AC144831.1" "None"
"AP005530.2" "None"
"USP14" "None"
"THOC1" "None"
"RP11-705O1.8" "None"
"COLEC12" "None"
"RP11-806L2.2" "None"
"TYMS" "gd_T_2"
"ENOSF1" "None"
"YES1" "None"
"RP11-769O8.1" "None"
"RP11-769O8.2" "None"
"RP11-672L10.6" "None"
"ADCYAP1" "None"
"RP11-689C9.1" "None"
"LINC00470" "None"
"METTL4" "None"
"NDC80" "gd_T_2"
"SMCHD1" "None"
"EMILIN2" "Infl_Mac"
"LPIN2" "None"
"RP11-737O24.5" "None"
"RP11-737O24.1" "None"
"MYOM1" "PortHep"
"RP13-270P17.3" "None"
"MYL12A" "None"
"RP13-270P17.1" "None"
"MYL12B" "None"
"TGIF1" "Cholan"
"GAPLINC" "None"
"DLGAP1" "None"
"DLGAP1-AS1" "None"
"DLGAP1-AS2" "None"
"RP11-874J12.4" "None"
"C18orf42" "None"
"RP11-835E18.5" "None"
"LINC00526" "None"
"LINC00667" "None"
"ZBTB14" "None"
"EPB41L3" "NonInfl_Mac"
"L3MBTL4" "None"
"L3MBTL4-AS1" "None"
"ARHGAP28" "None"
"LAMA1" "None"
"PTPRM" "None"
"RAB12" "None"
"GACAT2" "None"
"MTCL1" "None"
"NDUFV2" "CentralHep"
"RP11-143J12.3" "None"
"NDUFV2-AS1" "None"
"ANKRD12" "None"
"TWSG1" "None"
"RALBP1" "None"
"PPP4R1" "None"
"PPP4R1-AS1" "None"
"RAB31" "NonInfl_Mac"
"RP11-474N24.6" "None"
"VAPA" "None"
"APCDD1" "Cholan"
"NAPG" "None"
"PIEZO2" "None"
"GNAL" "None"
"CHMP1B" "None"
"RP11-78A19.3" "None"
"MPPE1" "None"
"RP11-820I16.4" "None"
"RP11-820I16.1" "None"
"IMPA2" "None"
"ANKRD62" "None"
"TUBB6" "None"
"AFG3L2" "None"
"PRELID3A" "None"
"RP11-861E21.2" "None"
"SPIRE1" "None"
"PSMG2" "gd_T_2"
"CEP76" "None"
"RP11-973H7.4" "None"
"RP11-973H7.1" "None"
"PTPN2" "any_T_cell"
"SEH1L" "None"
"CEP192" "None"
"LDLRAD4" "None"
"LDLRAD4-AS1" "None"
"RP11-53B2.3" "None"
"FAM210A" "None"
"RNMT" "None"
"ZNF519" "None"
"CYP4F35P" "None"
"ANKRD30B" "None"
"RP11-1157N2__B.2" "None"
"ROCK1" "any_T_cell"
"RP11-699A5.2" "None"
"GREB1L" "None"
"ESCO1" "None"
"SNRPD1" "gd_T_2"
"ABHD3" "None"
"MIB1" "None"
"RP11-595B24.1" "None"
"RP11-595B24.2" "None"
"GATA6-AS1" "None"
"GATA6" "None"
"RP11-627G18.4" "None"
"RP11-535A5.1" "None"
"CTAGE1" "None"
"RP11-739L10.1" "None"
"RP11-370A5.1" "None"
"RBBP8" "None"
"CABLES1" "None"
"TMEM241" "None"
"RP11-17J14.2" "None"
"RIOK3" "None"
"C18orf8" "None"
"NPC1" "None"
"ANKRD29" "None"
"LAMA3" "None"
"TTC39C" "Hep"
"TTC39C-AS1" "None"
"CABYR" "None"
"RP11-799B12.4" "None"
"OSBPL1A" "None"
"IMPACT" "None"
"ZNF521" "None"
"SS18" "None"
"PSMA8" "None"
"TAF4B" "None"
"KCTD1" "None"
"AQP4-AS1" "None"
"PCAT18" "None"
"AQP4" "None"
"CHST9" "Cholan"
"CDH2" "Hep"
"DSC2" "None"
"DSCAS" "None"
"RP11-408H20.3" "None"
"DSG1" "None"
"DSG3" "None"
"DSG2" "Cholan"
"DSG2-AS1" "None"
"TTR" "Hep"
"B4GALT6" "None"
"RP11-549B18.1" "None"
"TRAPPC8" "None"
"RP11-210K20.2" "None"
"RP11-326K13.4" "None"
"RNF125" "None"
"RP11-53I6.3" "None"
"RNF138" "None"
"GAREM1" "None"
"AC021224.1" "None"
"KLHL14" "None"
"AC012123.1" "None"
"ASXL3" "None"
"NOL4" "None"
"DTNA" "Cholan"
"RP11-96A15.1" "None"
"MAPRE2" "None"
"RP11-294N21.3" "None"
"ZNF397" "None"
"ZSCAN30" "None"
"RP11-158H5.8" "None"
"RP11-158H5.7" "None"
"ZNF24" "None"
"ZNF396" "None"
"RP11-322E11.2" "None"
"RP11-322E11.5" "None"
"RP11-322E11.6" "None"
"INO80C" "None"
"GALNT1" "PortHep"
"RP11-873E20.1" "None"
"C18orf21" "None"
"RPRD1A" "None"
"SLC39A6" "None"
"ELP2" "None"
"RP11-49I11.1" "None"
"MOCOS" "None"
"TPGS2" "None"
"KIAA1328" "None"
"CELF4" "Portal_Endo"
"RP11-95O2.5" "None"
"RP11-244M2.1" "None"
"PIK3C3" "None"
"LINC00907" "None"
"RP11-456K23.1" "None"
"SETBP1" "None"
"SLC14A2" "None"
"SLC14A1" "Erythroid"
"SIGLEC15" "None"
"EPG5" "None"
"PSTPIP2" "None"
"ATP5A1" "any_T_cell"
"HAUS1" "gd_T_2"
"C18orf25" "None"
"RNF165" "None"
"PIAS2" "None"
"KATNAL2" "None"
"HDHD2" "None"
"IER3IP1" "None"
"SMAD2" "None"
"ZBTB7C" "None"
"CTIF" "None"
"SMAD7" "None"
"DYM" "None"
"C18orf32" "None"
"RPL17-C18orf32" "None"
"MIR1539" "None"
"RPL17" "None"
"LIPG" "None"
"ACAA2" "Hep"
"SNHG22" "None"
"MYO5B" "None"
"CFAP53" "None"
"MBD1" "None"
"CXXC1" "None"
"RP11-1030E3.1" "None"
"SKA1" "gd_T_2"
"MAPK4" "None"
"MRO" "CV_LSECs"
"ME2" "NonInfl_Mac"
"ELAC1" "None"
"SMAD4" "None"
"MEX3C" "None"
"DCC" "None"
"MBD2" "NonInfl_Mac"
"RP11-850A17.1" "None"
"POLI" "None"
"C18orf54" "None"
"RAB27B" "None"
"CCDC68" "None"
"TCF4" "None"
"LINC01415" "None"
"TXNL1" "None"
"WDR7" "None"
"ST8SIA3" "None"
"RP11-714M23.2" "None"
"ONECUT2" "None"
"FECH" "Erythroid"
"RP11-706P11.2" "None"
"NARS" "None"
"RP11-35G9.3" "None"
"RP11-35G9.5" "None"
"ATP8B1" "None"
"NEDD4L" "None"
"RP11-845C23.3" "None"
"RP11-1151B14.3" "Hep"
"ALPK2" "None"
"RP11-1151B14.4" "None"
"RP11-126O1.6" "None"
"RP11-126O1.5" "None"
"MALT1" "None"
"ZNF532" "Stellate"
"SEC11C" "Anti_B"
"LMAN1" "None"
"CCBE1" "Stellate"
"PMAIP1" "None"
"RP11-866E20.3" "None"
"CDH20" "None"
"RP11-879F14.2" "None"
"RP11-879F14.1" "None"
"RNF152" "None"
"PIGN" "None"
"KIAA1468" "None"
"TNFRSF11A" "None"
"ZCCHC2" "None"
"RP11-120K19.4" "None"
"PHLPP1" "None"
"BCL2" "None"
"RP11-299P2.2" "None"
"KDSR" "PortHep"
"RP11-635N19.1" "None"
"VPS4B" "None"
"SERPINB2" "None"
"SERPINB10" "None"
"SERPINB8" "None"
"CDH19" "Stellate"
"DSEL" "None"
"TMX3" "None"
"CCDC102B" "None"
"DOK6" "None"
"CD226" "None"
"RTTN" "None"
"SOCS6" "None"
"RP11-41O4.1" "None"
"RP11-484N16.1" "None"
"FBXO15" "None"
"TIMM21" "None"
"CYB5A" "Hep"
"FAM69C" "None"
"CNDP2" "Mac"
"CNDP1" "None"
"LINC00909" "None"
"ZNF407" "None"
"RP11-405M12.3" "None"
"RP11-405M12.4" "None"
"ZADH2" "None"
"TSHZ1" "None"
"ZNF516" "None"
"RP11-17M16.2" "None"
"C18orf65" "None"
"LINC00683" "None"
"RP11-162A12.2" "None"
"RP11-162A12.4" "None"
"ZNF236" "None"
"RP11-862L9.3" "None"
"MBP" "None"
"RP11-4B16.4" "None"
"ATP9B" "None"
"NFATC1" "None"
"RP11-567M16.6" "None"
"CTDP1" "None"
"KCNG2" "None"
"RP11-248M19.1" "None"
"PQLC1" "PortHep"
"HSBP1L1" "CentralHep"
"TXNL4A" "None"
"RP11-795F19.5" "None"
"RBFA" "None"
"RP11-795F19.1" "None"
"ADNP2" "None"
"PARD6G-AS1" "None"
"PARD6G" "None"
"DEFB132" "None"
"C20orf96" "None"
"ZCCHC3" "None"
"NRSN2-AS1" "None"
"SOX12" "None"
"NRSN2" "None"
"TRIB3" "None"
"RBCK1" "None"
"TBC1D20" "None"
"CSNK2A1" "None"
"TCF15" "None"
"SRXN1" "None"
"SLC52A3" "None"
"FAM110A" "any_T_cell"
"PSMF1" "None"
"RP4-545L17.11" "None"
"TMEM74B" "None"
"SNPH" "None"
"SDCBP2" "Cholan"
"SDCBP2-AS1" "None"
"RP11-314N13.3" "None"
"FKBP1A" "LSECs"
"NSFL1C" "None"
"SIRPB2" "None"
"SIRPD" "None"
"SIRPB1" "None"
"SIRPG" "None"
"RP5-858L17.1" "None"
"SIRPA" "None"
"STK35" "None"
"RP11-128M1.1" "None"
"SNRPB" "gd_T_2"
"ZNF343" "None"
"NOP56" "any_B_cell"
"IDH3B" "None"
"RP4-686C3.7" "None"
"EBF4" "None"
"CPXM1" "None"
"PCED1A" "None"
"VPS16" "None"
"PTPRA" "None"
"MRPS26" "Hep"
"OXT" "None"
"AVP" "None"
"UBOX5" "None"
"FASTKD5" "None"
"RP5-1187M17.10" "None"
"DDRGK1" "None"
"ITPA" "None"
"SLC4A11" "None"
"C20orf194" "None"
"ATRN" "PortHep"
"ADAM33" "Stellate"
"SIGLEC1" "NonInfl_Mac"
"HSPA12B" "None"
"C20orf27" "Infl_Mac"
"SPEF1" "None"
"CENPB" "None"
"CDC25B" "gd_T_2"
"RP5-1009E24.8" "None"
"AP5S1" "None"
"MAVS" "None"
"RP11-119B16.2" "None"
"PANK2" "None"
"RNF24" "Stellate"
"SMOX" "Erythroid"
"LINC01433" "None"
"PRNP" "NonInfl_Mac"
"RASSF2" "None"
"SLC23A2" "None"
"RP5-1116H23.6" "None"
"RP5-1116H23.3" "None"
"TMEM230" "None"
"PCNA" "gd_T_2"
"CDS2" "None"
"LINC00654" "None"
"GPCPD1" "None"
"C20orf196" "None"
"CHGB" "None"
"TRMT6" "None"
"MCM8" "None"
"RP5-967N21.11" "None"
"CRLS1" "Hep"
"FERMT1" "None"
"BMP2" "None"
"LINC01428" "None"
"RP11-19D2.1" "None"
"HAO1" "Hep"
"TMX4" "None"
"PLCB1" "Portal_Endo"
"PLCB4" "None"
"LAMP5" "None"
"PAK7" "None"
"ANKEF1" "None"
"SNAP25-AS1" "None"
"SNAP25" "None"
"MKKS" "None"
"SLX4IP" "None"
"JAG1" "None"
"RP1-278O22.1" "None"
"RP11-268G13.1" "None"
"BTBD3" "None"
"RP4-742J24.2" "None"
"SPTLC3" "None"
"ISM1" "None"
"TASP1" "None"
"ESF1" "None"
"NDUFAF5" "None"
"MACROD2" "None"
"FLRT3" "None"
"KIF16B" "None"
"AL049794.1" "None"
"RP4-777L9.2" "None"
"SNRPB2" "any_T_cell"
"RP5-1195D24.1" "None"
"PCSK2" "None"
"BFSP1" "None"
"DSTN" "None"
"RRBP1" "None"
"SNX5" "None"
"OVOL2" "None"
"MGME1" "None"
"PET117" "None"
"CSRP2BP" "None"
"ZNF133" "None"
"DZANK1" "None"
"POLR3F" "None"
"RBBP9" "None"
"SEC23B" "None"
"LINC00493" "None"
"DTD1" "None"
"RP5-1068E13.7" "None"
"SLC24A3" "None"
"RP1-122P22.4" "None"
"RP1-122P22.2" "None"
"RP5-999L4.2" "None"
"RIN2" "LSECs"
"NAA20" "None"
"CRNKL1" "None"
"RALGAPA2" "None"
"LINC00237" "None"
"KIZ" "None"
"KIZ-AS1" "None"
"RP1-198K11.5" "None"
"XRN2" "None"
"RP1-167O22.1" "None"
"RP5-1004I9.1" "None"
"LINC00261" "CentralHep"
"FOXA2" "None"
"THBD" "None"
"CD93" "LSECs"
"NXT1" "None"
"LINC01431" "None"
"GZF1" "None"
"NAPB" "None"
"CST3" "Mac"
"RP11-218C14.8" "None"
"CST1" "None"
"GGTLC1" "None"
"SYNDIG1" "None"
"RP4-568C11.4" "None"
"CST7" "any_T_cell"
"APMAP" "PortHep"
"ACSS1" "None"
"ENTPD6" "None"
"RP5-965G21.3" "None"
"PYGB" "None"
"RP5-965G21.6" "None"
"ABHD12" "None"
"GINS1" "None"
"NINL" "None"
"NANP" "None"
"ZNF337-AS1" "None"
"ZNF337" "None"
"RP4-694B14.8" "None"
"RP13-401N8.1" "None"
"LINC01597" "None"
"REM1" "None"
"HM13" "any_B_cell"
"HM13-AS1" "None"
"RP3-324O17.8" "None"
"ID1" "None"
"BCL2L1" "None"
"ABALON" "None"
"TPX2" "gd_T_2"
"FOXS1" "None"
"DUSP15" "None"
"TTLL9" "None"
"PDRG1" "None"
"CCM2L" "None"
"HCK" "Mac"
"TM9SF4" "None"
"PLAGL2" "None"
"POFUT1" "None"
"KIF3B" "None"
"RP11-358N2.2" "None"
"ASXL1" "None"
"NOL4L" "None"
"RP5-1184F4.7" "None"
"COMMD7" "any_T_cell"
"DNMT3B" "None"
"MAPRE1" "any_T_cell"
"RP5-1085F17.3" "None"
"BPIFB2" "None"
"BPIFB1" "None"
"CDK5RAP1" "None"
"SNTA1" "None"
"CBFA2T2" "None"
"NECAB3" "None"
"C20orf144" "None"
"ACTL10" "None"
"E2F1" "gd_T_2"
"PXMP4" "None"
"ZNF341" "None"
"ZNF341-AS1" "None"
