"gene" "label"
"RP11-289H16.1" "None"
"SRGAP2B" "None"
"FAM72D" "gd_T_2"
"AC241585.2" "None"
"CH17-373J23.1" "None"
"RP11-89F3.2" "None"
"NBPF20" "None"
"GPR89A" "None"
"PDZK1" "None"
"CD160" "NK_like"
"RNF115" "None"
"POLR3C" "None"
"NUDT17" "None"
"PIAS3" "None"
"ANKRD35" "None"
"ITGA10" "LSECs"
"PEX11B" "None"
"RBM8A" "gd_T_2"
"RP11-315I20.1" "None"
"LIX1L" "None"
"ANKRD34A" "None"
"POLR3GL" "any_T_cell"
"TXNIP" "any_T_cell"
"HFE2" "PortHep"
"RP11-458D21.1" "None"
"NBPF10" "None"
"NOTCH2NL" "None"
"CH17-353B19.1" "None"
"NBPF12" "None"
"PRKAB2" "None"
"RP11-337C18.8" "None"
"FMO5" "None"
"CHD1L" "None"
"BCL9" "None"
"ACP6" "None"
"GJA5" "PeriLSECs"
"GPR89B" "None"
"XXyac-YX155B6.7" "None"
"RP11-94I2.4" "None"
"NBPF11" "PortHep"
"LINC01138" "None"
"RP11-495P10.1" "None"
"AC245100.1" "None"
"PPIAL4G" "None"
"NBPF14" "None"
"PDE4DIP" "PortHep"
"NBPF9" "None"
"CH17-189H20.1" "None"
"RP11-326G21.1" "None"
"NBPF19" "None"
"LINC00869" "None"
"RP11-353N4.6" "None"
"FAM231D" "None"
"FCGR1A" "Mac"
"HIST2H2BF" "None"
"HIST2H3D" "None"
"HIST2H4A" "None"
"HIST2H2AA3" "None"
"HIST2H2BE" "None"
"RP11-196G18.24" "None"
"HIST2H2AA4" "None"
"HIST2H4B" "None"
"RP11-196G18.23" "None"
"HIST2H2AC" "gd_T_2"
"HIST2H2AB" "None"
"BOLA1" "None"
"SV2A" "None"
"SF3B4" "None"
"MTMR11" "None"
"OTUD7B" "None"
"VPS45" "None"
"PLEKHO1" "None"
"ANP32E" "gd_T_2"
"RP4-790G17.7" "None"
"CA14" "None"
"APH1A" "any_T_cell"
"C1orf54" "NonInfl_Mac"
"CIART" "None"
"MRPS21" "None"
"PRPF3" "None"
"RPRD2" "None"
"TARS2" "None"
"ECM1" "None"
"FALEC" "None"
"RP11-54A4.2" "None"
"ADAMTSL4" "None"
"MCL1" "Mac"
"ENSA" "gd_T_2"
"GOLPH3L" "None"
"HORMAD1" "None"
"CTSS" "Mac"
"CTSK" "None"
"ARNT" "None"
"SETDB1" "None"
"CERS2" "PortHep"
"RP11-316M1.3" "None"
"ANXA9" "Cholan"
"FAM63A" "None"
"PRUNE" "None"
"BNIPL" "None"
"C1orf56" "any_T_cell"
"CDC42SE1" "any_T_cell"
"MLLT11" "None"
"GABPB2" "None"
"SEMA6C" "None"
"TNFAIP8L2" "None"
"SCNM1" "any_T_cell"
"LYSMD1" "None"
"VPS72" "None"
"PIP5K1A" "None"
"PSMD4" "None"
"RP11-126K1.2" "None"
"ZNF687" "None"
"PI4KB" "None"
"RFX5" "gd_T_2"
"RP11-126K1.6" "None"
"SELENBP1" "None"
"PSMB4" "None"
"POGZ" "None"
"CGN" "None"
"TUFT1" "None"
"SNX27" "NonInfl_Mac"
"MRPL9" "any_T_cell"
"OAZ3" "None"
"RP11-98D18.3" "None"
"RP11-98D18.16" "None"
"TDRKH" "None"
"RP11-98D18.9" "None"
"LINGO4" "None"
"RORC" "PortHep"
"C2CD4D" "None"
"AL450992.2" "None"
"THEM4" "None"
"S100A10" "None"
"S100A11" "Mac"
"TCHH" "NonInfl_Mac"
"FLG-AS1" "None"
"RP11-107M16.2" "None"
"HRNR" "None"
"S100A9" "Mac"
"S100A12" "Infl_Mac"
"S100A8" "Infl_Mac"
"S100A6" "None"
"S100A5" "None"
"S100A4" "Mac"
"S100A3" "Stellate"
"S100A2" "None"
"S100A16" "LSECs"
"S100A14" "Cholan"
"S100A13" "None"
"S100A1" "None"
"RP1-178F15.4" "None"
"CHTOP" "None"
"SNAPIN" "None"
"ILF2" "gd_T_2"
"NPR1" "None"
"INTS3" "None"
"AL513523.2" "None"
"SLC27A3" "None"
"GATAD2B" "None"
"DENND4B" "None"
"CRTC2" "None"
"SLC39A1" "None"
"RP11-422P24.12" "None"
"RP11-422P24.10" "None"
"CREB3L4" "None"
"JTB" "None"
"RP11-422P24.11" "None"
"RAB13" "None"
"RPS27" "any_B_cell"
"TPM3" "any_T_cell"
"C1orf43" "None"
"UBAP2L" "None"
"HAX1" "None"
"AQP10" "None"
"ATP8B2" "None"
"RP11-350G8.5" "None"
"IL6R" "None"
"SHE" "None"
"RP11-350G8.9" "None"
"TDRD10" "None"
"UBE2Q1" "None"
"ADAR" "None"
"KCNN3" "None"
"PMVK" "None"
"RP11-307C12.13" "None"
"PBXIP1" "None"
"PYGO2" "None"
"RP11-307C12.12" "None"
"SHC1" "None"
"CKS1B" "gd_T_2"
"FLAD1" "None"
"ZBTB7B" "None"
"DCST2" "None"
"RP11-307C12.11" "None"
"ADAM15" "None"
"EFNA4" "None"
"EFNA3" "None"
"EFNA1" "PortHep"
"SLC50A1" "None"
"DPM3" "Hep"
"KRTCAP2" "None"
"TRIM46" "None"
"MUC1" "Cholan"
"RP11-263K19.4" "None"
"THBS3" "None"
"MTX1" "None"
"GBA" "None"
"FAM189B" "None"
"SCAMP3" "None"
"CLK2" "None"
"HCN3" "None"
"PKLR" "None"
"FDPS" "PortHep"
"RUSC1-AS1" "None"
"RUSC1" "None"
"ASH1L" "None"
"ASH1L-AS1" "None"
"MSTO1" "None"
"YY1AP1" "None"
"DAP3" "None"
"GON4L" "None"
"SYT11" "None"
"RIT1" "None"
"KIAA0907" "None"
"ARHGEF2" "None"
"RP11-336K24.12" "None"
"SSR2" "any_T_cell"
"UBQLN4" "None"
"LAMTOR2" "CentralHep"
"RAB25" "Cholan"
"MEX3A" "None"
"LMNA" "LSECs"
"SEMA4A" "Anti_B"
"SLC25A44" "None"
"PMF1-BGLAP" "None"
"PMF1" "any_T_cell"
"BGLAP" "None"
"PAQR6" "None"
"SMG5" "None"
"TMEM79" "None"
"GLMP" "None"
"CCT3" "None"
"TSACC" "None"
"RHBG" "None"
"C1orf61" "None"
"RP11-98G7.1" "None"
"MEF2D" "None"
"RP11-284F21.8" "None"
"IQGAP3" "None"
"TTC24" "None"
"APOA1BP" "None"
"GPATCH4" "None"
"AL365181.2" "None"
"RP11-284F21.10" "None"
"NES" "None"
"RP11-66D17.3" "None"
"CRABP2" "None"
"ISG20L2" "None"
"RRNAD1" "None"
"MRPL24" "None"
"HDGF" "Hep"
"PRCC" "None"
"SH2D2A" "any_T_cell"
"PEAR1" "None"
"ARHGEF11" "None"
"ETV3" "None"
"RP11-71G12.1" "None"
"RP11-85G21.3" "None"
"FCRL5" "Anti_B"
"FCRL3" "None"
"FCRL2" "any_B_cell"
"FCRL1" "B_cells"
"CD5L" "NonInfl_Mac"
"KIRREL" "None"
"CD1D" "None"
"RP11-404O13.5" "None"
"CD1A" "None"
"CD1C" "None"
"CD1B" "None"
"CD1E" "None"
"SPTA1" "Erythroid"
"MNDA" "Infl_Mac"
"PYHIN1" "any_T_cell"
"IFI16" "gd_T_2"
"AIM2" "None"
"CADM3" "None"
"CADM3-AS1" "None"
"ACKR1" "Portal_Endo"
"FCER1A" "None"
"RP11-550P17.5" "None"
"RP11-180D21.3" "None"
"APCS" "Hep"
"CRP" "PortHep"
"DUSP23" "None"
"FCRL6" "None"
"SLAMF8" "None"
"C1orf204" "None"
"VSIG8" "None"
"RP11-190A12.8" "None"
"CFAP45" "None"
"TAGLN2" "None"
"IGSF9" "None"
"SLAMF9" "None"
"LINC01133" "None"
"PIGM" "None"
"KCNJ10" "None"
"KCNJ9" "None"
"IGSF8" "PortHep"
"RP11-536C5.7" "None"
"PEA15" "None"
"DCAF8" "PortHep"
"RP11-574F21.3" "None"
"RP11-574F21.2" "None"
"PEX19" "None"
"COPA" "None"
"NCSTN" "None"
"NHLH1" "None"
"VANGL2" "None"
"SLAMF6" "None"
"RP11-528G1.2" "None"
"CD84" "NonInfl_Mac"
"SLAMF1" "None"
"RP11-404F10.2" "None"
"CD48" "None"
"SLAMF7" "any_B_cell"
"LY9" "None"
"CD244" "None"
"ITLN1" "Mac"
"ITLN2" "None"
"F11R" "None"
"TSTD1" "Cholan"
"USF1" "None"
"ARHGAP30" "any_T_cell"
"PVRL4" "None"
"KLHDC9" "None"
"PFDN2" "None"
"NIT1" "None"
"DEDD" "None"
"UFC1" "gd_T_2"
"RP11-297K8.2" "None"
"USP21" "None"
"PPOX" "None"
"B4GALT3" "None"
"ADAMTS4" "None"
"NDUFS2" "Hep"
"FCER1G" "Mac"
"APOA2" "Hep"
"TOMM40L" "None"
"NR1I3" "Hep"
"PCP4L1" "None"
"MPZ" "None"
"SDHC" "None"
"FCGR2A" "Mac"
"HSPA6" "None"
"FCGR3A" "NonInfl_Mac"
"FCGR3B" "None"
"FCGR2B" "CV_LSECs"
"FCRLA" "B_cells"
"FCRLB" "None"
"DUSP12" "None"
"RP11-474I16.8" "None"
"ATF6" "None"
"OLFML2B" "None"
"NOS1AP" "None"
"C1orf226" "None"
"SH2D1B" "None"
"UHMK1" "None"
"RP11-359K18.3" "None"
"UAP1" "PortHep"
"DDR2" "None"
"HSD17B7" "PortHep"
"CCDC190" "None"
"RGS4" "None"
"NUF2" "gd_T_2"
"PBX1" "None"
"RXRG" "None"
"RP11-306I1.2" "None"
"MGST3" "None"
"ALDH9A1" "Hep"
"TMCO1" "None"
"RP11-466F5.8" "None"
"UCK2" "None"
"RP11-525G13.2" "None"
"FAM78B" "None"
"POGK" "None"
"TADA1" "None"
"ILDR2" "None"
"MAEL" "None"
"GPA33" "None"
"RP11-277B15.3" "None"
"POU2F1" "NonInfl_Mac"
"CD247" "None"
"RP11-104L21.3" "None"
"CREG1" "NonInfl_Mac"
"RP3-455J7.4" "None"
"RCSD1" "any_T_cell"
"MPZL1" "None"
"ADCY10" "None"
"MPC2" "None"
"DCAF6" "None"
"GPR161" "None"
"TIPRL" "any_T_cell"
"SFT2D2" "None"
"TBX19" "None"
"RP5-968D22.1" "None"
"RP5-968D22.3" "None"
"XCL2" "None"
"XCL1" "NK_like"
"DPT" "Stellate"
"ATP1B1" "Cholan"
"NME7" "None"
"BLZF1" "None"
"CCDC181" "None"
"SLC19A2" "None"
"RP1-206D15.6" "None"
"F5" "PortHep"
"SELP" "Portal_Endo"
"C1orf112" "None"
"SELL" "B_cells"
"SELE" "None"
"RP1-117P20.3" "None"
"METTL18" "None"
"SCYL3" "None"
"KIFAP3" "None"
"RP11-297H3.3" "None"
"RP11-576I22.2" "None"
"GORAB" "None"
"RP1-79C4.4" "None"
"FMO3" "Hep"
"FMO2" "None"
"RP1-127D3.4" "None"
"FMO1" "None"
"FMO4" "None"
"PRRC2C" "any_T_cell"
"VAMP4" "None"
"METTL13" "None"
"DNM3" "None"
"DNM3OS" "None"
"PIGC" "None"
"SUCO" "None"
"FASLG" "None"
"TNFSF4" "None"
"RP11-296O14.3" "None"
"PRDX6" "Hep"
"SLC9C2" "None"
"ANKRD45" "None"
"KLHL20" "None"
"CENPL" "gd_T_2"
"DARS2" "None"
"GAS5-AS1" "None"
"ZBTB37" "None"
"SERPINC1" "Hep"
"RC3H1" "None"
"RP11-160H22.3" "None"
"RP11-160H22.5" "None"
"RABGAP1L" "None"
"CACYBP" "gd_T_2"
"MRPS14" "None"
"TNN" "None"
"KIAA0040" "None"
"RP11-318C24.2" "None"
"RFWD2" "None"
"RP11-195C7.1" "None"
"PAPPA2" "None"
"ASTN1" "None"
"SEC16B" "PortHep"
"RASAL2-AS1" "None"
"RASAL2" "None"
"C1orf220" "None"
"RP5-1098D14.1" "None"
"RP11-428K3.1" "None"
"RALGPS2" "None"
"ANGPTL1" "None"
"FAM20B" "None"
"TOR3A" "any_B_cell"
"ABL2" "None"
"SOAT1" "None"
"TOR1AIP2" "None"
"RP11-533E19.7" "None"
"TOR1AIP1" "None"
"RP11-533E19.5" "None"
"CEP350" "None"
"QSOX1" "Stellate"
"ACBD6" "None"
"XPR1" "None"
"KIAA1614" "None"
"RP11-46A10.5" "None"
"KIAA1614-AS1" "None"
"STX6" "None"
"MR1" "None"
"IER5" "NonInfl_Mac"
"ZNF648" "None"
"RP11-538D16.2" "None"
"LINC01344" "None"
"GLUL" "NonInfl_Mac"
"RGSL1" "None"
"RNASEL" "None"
"RGS16" "None"
"RP11-317P15.4" "None"
"NPL" "None"
"DHX9" "None"
"LAMC1" "Stellate"
"LAMC2" "None"
"NMNAT2" "None"
"SMG7" "None"
"NCF2" "Mac"
"ARPC5" "Mac"
"RGL1" "NonInfl_Mac"
"COLGALT2" "None"
"TSEN15" "None"
"RP11-382D12.2" "None"
"C1orf21" "None"
"EDEM3" "None"
"FAM129A" "None"
"RNF2" "None"
"TRMT1L" "None"
"SWT1" "None"
"IVNS1ABP" "None"
"GS1-279B7.2" "None"
"GS1-204I12.4" "None"
"HMCN1" "None"
"PRG4" "Hep"
"TPR" "any_T_cell"
"C1orf27" "None"
"OCLM" "None"
"RP11-295K2.3" "None"
"PTGS2" "None"
"PACERR" "None"
"PLA2G4A" "None"
"RGS18" "Mac"
"RGS1" "None"
"RGS13" "None"
"RGS2" "Infl_Mac"
"UCHL5" "None"
"TROVE2" "None"
"RP11-101E13.5" "None"
"GLRX2" "None"
"CDC73" "None"
"B3GALT2" "None"
"RP11-563D10.1" "None"
"KCNT2" "None"
"CFH" "Hep"
"CFHR3" "PortHep"
"CFHR1" "PortHep"
"CFHR4" "PortalHep2"
"CFHR2" "PortalHep2"
"CFHR5" "PortalHep2"
"F13B" "PortHep"
"ASPM" "gd_T_2"
"ZBTB41" "None"
"CRB1" "None"
"DENND1B" "None"
"C1orf53" "None"
"LHX9" "None"
"NEK7" "None"
"RP11-553K8.2" "None"
"PTPRC" "None"
"MIR181A1HG" "None"
"NR5A2" "None"
"LINC00862" "None"
"ZNF281" "PortHep"
"RP11-469A15.2" "None"
"KIF14" "gd_T_2"
"DDX59" "None"
"RP11-92G12.3" "None"
"CAMSAP2" "None"
"C1orf106" "Cholan"
"KIF21B" "any_T_cell"
"TMEM9" "None"
"LAD1" "Cholan"
"RP11-27G14.4" "None"
"PHLDA3" "None"
"CSRP1" "Stellate"
"RP11-134G8.7" "None"
"RP11-134G8.5" "None"
"NAV1" "None"
"IPO9-AS1" "None"
"IPO9" "None"
"SHISA4" "None"
"RP11-307B6.3" "None"
"LMOD1" "Stellate"
"TIMM17A" "Hep"
"RNPEP" "None"
"RP11-465N4.4" "None"
"ELF3" "Cholan"
"GPR37L1" "None"
"ARL8A" "None"
"PTPN7" "any_T_cell"
"LGR6" "None"
"UBE2T" "gd_T_2"
"PPP1R12B" "None"
"RP11-569A11.1" "None"
"KDM5B" "None"
"RP11-480I12.10" "None"
"PCAT6" "None"
"RABIF" "None"
"KLHL12" "None"
"ADIPOR1" "None"
"CYB5R1" "None"
"TMEM183A" "gd_T_2"
"PPFIA4" "None"
"ADORA1" "None"
"CHI3L1" "PortaHep1"
"CHIT1" "None"
"LINC01353" "None"
"LINC01136" "None"
"BTG2" "None"
"FMOD" "Stellate"
"PRELP" "Stellate"
"ATP2B4" "None"
"LAX1" "None"
"ZC3H11A" "None"
"ZBED6" "None"
"SNRPE" "None"
"SOX13" "None"
"RP11-74C13.4" "None"
"ETNK2" "Hep"
"KISS1" "None"
"GOLT1A" "Hep"
"PLEKHA6" "None"
"PPP1R15B" "None"
"PIK3C2B" "None"
"MDM4" "None"
"RP11-430C7.4" "None"
"LRRN2" "None"
"RP11-430C7.5" "None"
"NFASC" "None"
"TMEM81" "None"
"RBBP5" "None"
"DSTYK" "None"
"TMCC2" "Erythroid"
"NUAK2" "None"
"KLHDC8A" "None"
"LEMD1" "None"
"RP11-576D8.4" "None"
"CDK18" "None"
"MFSD4" "None"
"ELK4" "None"
"SLC45A3" "None"
"NUCKS1" "any_T_cell"
"RAB29" "any_T_cell"
"SLC41A1" "None"
"PM20D1" "None"
"RAB7B" "None"
"CTSE" "None"
"C1orf186" "None"
"FAM72A" "None"
"SRGAP2" "None"
"IKBKE" "None"
"RP11-534L20.5" "None"
"RASSF5" "None"
"EIF2D" "None"
"RP11-343H5.6" "None"
"DYRK3" "None"
"MAPKAPK2" "any_T_cell"
"IL10" "None"
"IL24" "None"
"FCMR" "B_cells"
"PIGR" "Cholan"
"C1orf116" "Cholan"
"PFKFB2" "None"
"YOD1" "Erythroid"
"C4BPB" "Hep"
"C4BPA" "PortHep"
"CD55" "Mac"
"CR2" "None"
"CR1" "NonInfl_Mac"
"CR1L" "Erythroid"
"CD46" "LSECs"
"C1orf132" "None"
"CD34" "None"
"PLXNA2" "None"
"LAMB3" "None"
"RP1-28O10.1" "None"
"G0S2" "None"
"HSD11B1" "CentralHep"
"TRAF3IP3" "None"
"C1orf74" "None"
"IRF6" "None"
"DIEXF" "None"
"SERTAD4-AS1" "None"
"SERTAD4" "None"
"HHAT" "None"
"RCOR3" "None"
"TRAF5" "None"
"LINC00467" "None"
"SLC30A1" "PortHep"
"NEK2" "gd_T_2"
"LPGAT1" "None"
"RP11-552D8.1" "None"
"INTS7" "None"
"DTL" "gd_T_2"
"RP11-15I11.3" "None"
"PPP2R5A" "None"
"RP11-384C4.7" "None"
"TMEM206" "None"
"NENF" "None"
"RP11-61J19.5" "None"
"ATF3" "None"
"FAM71A" "None"
"RP11-338C15.3" "None"
"BATF3" "None"
"NSL1" "None"
"TATDN3" "None"
"SPATA45" "None"
"FLVCR1-AS1" "None"
"FLVCR1" "None"
"VASH2" "None"
"ANGEL2" "None"
"RPS6KC1" "None"
"PROX1" "PortHep"
"RP11-478J18.2" "None"
"SMYD2" "None"
"PTPN14" "None"
"CENPF" "gd_T_2"
"KCTD3" "None"
"USH2A" "None"
"ESRRG" "None"
"GPATCH2" "None"
"RRP15" "None"
"TGFB2" "None"
"LYPLAL1-AS1" "None"
"LYPLAL1" "None"
"RP11-392O17.2" "None"
"SLC30A10" "None"
"EPRS" "None"
"BPNT1" "None"
"IARS2" "None"
"RAB3GAP2" "None"
"MARK1" "None"
"C1orf115" "Hep"
"MARC2" "PortHep"
"MARC1" "None"
"RNU6ATAC35P" "None"
"HLX-AS1" "None"
"HLX" "None"
"C1orf140" "None"
"DUSP10" "None"
"RP11-378J18.9" "None"
"TAF1A" "None"
"TAF1A-AS1" "None"
"MIA3" "None"
"RP11-378J18.8" "None"
"AIDA" "None"
"BROX" "None"
"FAM177B" "None"
"RP11-452F19.3" "None"
"DISP1" "None"
"TLR5" "None"
"SUSD4" "None"
"CAPN8" "None"
"CAPN2" "None"
"TP53BP2" "None"
"RP11-504P24.9" "None"
"FBXO28" "None"
"DEGS1" "None"
"RP11-365O16.6" "None"
"NVL" "None"
"CNIH4" "None"
"WDR26" "NonInfl_Mac"
"CNIH3" "None"
"DNAH14" "None"
"LBR" "gd_T_2"
"ENAH" "None"
"SRP9" "gd_T_2"
"EPHX1" "Hep"
"RP11-285F7.2" "None"
"TMEM63A" "None"
"LEFTY1" "None"
"PYCR2" "None"
"LEFTY2" "None"
"SDE2" "None"
"RP11-396C23.4" "None"
"H3F3A" "None"
"RP11-396C23.2" "None"
"ACBD3" "None"
"MIXL1" "None"
"LIN9" "None"
"PARP1" "None"
"ITPKB" "None"
"ITPKB-AS1" "None"
"PSEN2" "None"
"ADCK3" "None"
"CDC42BPA" "None"
"CTD-2090I13.1" "None"
"ZNF678" "None"
"SNAP47" "None"
"JMJD4" "None"
"ARF1" "any_T_cell"
"C1orf35" "any_T_cell"
"MRPL55" "CentralHep"
"GUK1" "None"
"GJC2" "None"
"IBA57" "None"
"C1orf145" "None"
"OBSCN" "None"
"TRIM11" "None"
"TRIM17" "None"
"HIST3H2A" "None"
"HIST3H2BB" "None"
"RNF187" "None"
"RHOU" "None"
"RP5-1065P14.2" "None"
"RP5-1061H20.4" "None"
"RAB4A" "None"
"RP4-803J11.2" "None"
"CCSAP" "None"
"ACTA1" "None"
"NUP133" "None"
"ABCB10" "Erythroid"
"TAF5L" "None"
"URB2" "None"
"RP11-552D4.1" "None"
"GALNT2" "None"
"PGBD5" "None"
"COG2" "None"
"AGT" "None"
"C1orf198" "None"
"TTC13" "None"
"ARV1" "None"
"FAM89A" "None"
"C1orf131" "None"
"GNPAT" "None"
"EXOC8" "None"
"SPRTN" "None"
"EGLN1" "None"
"RP11-295G20.2" "None"
"TSNAX-DISC1" "None"
"TSNAX" "None"
"LINC00582" "None"
"DISC1" "None"
"SIPA1L2" "None"
"MAP10" "None"
"NTPCR" "None"
"PCNXL2" "None"
"RP5-862P8.2" "None"
"KCNK1" "None"
"RP5-827C21.6" "None"
"RP5-827C21.4" "None"
"COA6" "None"
"TARBP1" "None"
"LINC01354" "None"
"IRF2BP2" "None"
"RP4-781K5.2" "None"
"RP4-781K5.6" "None"
"LINC01132" "None"
"RP11-443B7.2" "None"
"RP11-443B7.1" "None"
"RP11-443B7.3" "None"
"LINC01348" "None"
"RP4-597N16.4" "None"
"TOMM20" "None"
"RBM34" "None"
"ARID4B" "any_T_cell"
"GGPS1" "None"
"TBCE" "None"
"B3GALNT2" "None"
"LYST" "any_T_cell"
"NID1" "LSECs"
"GPR137B" "NonInfl_Mac"
"ERO1B" "PortHep"
"EDARADD" "None"
"LGALS8" "NonInfl_Mac"
"LGALS8-AS1" "None"
"RP11-385F5.5" "None"
"RP11-385F5.4" "None"
"HEATR1" "None"
"ACTN2" "None"
"MTR" "None"
"MT1HL1" "None"
"RYR2" "None"
"MTRNR2L11" "None"
"RP11-544D21.2" "None"
"CHRM3" "None"
"CHRM3-AS2" "None"
"FMN2" "None"
"GREM2" "None"
"RGS7" "None"
"FH" "None"
"KMO" "None"
"OPN3" "None"
"CHML" "None"
"WDR64" "None"
"EXO1" "None"
"CEP170" "None"
"SDCCAG8" "None"
"AKT3" "None"
"ZBTB18" "None"
"RP11-278H7.3" "None"
"RP11-518L10.5" "None"
"ADSS" "any_T_cell"
"C1orf101" "None"
"DESI2" "None"
"COX20" "None"
"HNRNPU-AS1" "None"
"HNRNPU" "any_T_cell"
"RP11-11N7.4" "None"
"RP11-156E8.1" "None"
"EFCAB2" "None"
"SMYD3" "None"
"TFB2M" "PortHep"
"CNST" "None"
"RP11-439E19.9" "None"
"RP11-439E19.7" "None"
"SCCPDH" "Hep"
"RP11-439E19.10" "None"
"AHCTF1" "None"
"ZNF695" "None"
"ZNF670" "None"
"ZNF669" "None"
"ZNF124" "None"
"RP11-488L18.10" "None"
"RP11-488L18.8" "None"
"ZNF496" "None"
"NLRP3" "None"
"GCSAML-AS1" "None"
"RP11-634B7.4" "None"
"TRIM58" "Erythroid"
"SH3BP5L" "None"
"ZNF672" "None"
"ZNF692" "None"
"PGBD2" "None"
"FAM110C" "None"
"SH3YL1" "Cholan"
"ACP1" "any_T_cell"
"FAM150B" "Cholan"
"TMEM18" "gd_T_2"
"PXDN" "None"
"MYT1L" "None"
"TSSC1" "gd_T_2"
"TRAPPC12" "None"
"TRAPPC12-AS1" "None"
"ADI1" "Hep"
"AC142528.1" "None"
"AC108488.4" "None"
"RNASEH1" "any_B_cell"
"RNASEH1-AS1" "None"
"RPS7" "any_B_cell"
"COLEC11" "Stellate"
"CMPK2" "Erythroid"
"RSAD2" "None"
"RP11-439M11.1" "None"
"RNF144A" "None"
"RP11-557L19.1" "None"
"AC092580.3" "None"
"AC092580.4" "any_T_cell"
"LINC00299" "None"
"U91324.1" "None"
"AC011747.4" "None"
"ID2-AS1" "None"
"ID2" "None"
"RP11-434B12.1" "None"
"KIDINS220" "None"
"MBOAT2" "Erythroid"
"ASAP2" "None"
"ITGB1BP1" "None"
"CPSF3" "None"
"IAH1" "None"
"ADAM17" "None"
"RP11-214N9.1" "None"
"YWHAQ" "None"
"TAF1B" "None"
"RP11-95D17.1" "None"
"GRHL1" "None"
"AC010969.1" "None"
"RP11-254F7.2" "None"
"KLF11" "None"
"CYS1" "Cholan"
"RP11-254F7.4" "None"
"RRM2" "None"
"C2orf48" "gd_T_2"
"HPCAL1" "None"
"ODC1" "None"
"RP11-320M2.1" "None"
"NOL10" "None"
"RN7SL832P" "None"
"ATP6V1C2" "None"
"RP11-791G15.2" "None"
"PDIA6" "None"
"RP11-245G13.2" "None"
"C2orf50" "None"
"PQLC3" "None"
"ROCK2" "None"
"LINC00570" "Erythroid"
"E2F6" "None"
"GREB1" "None"
"LPIN1" "None"
"TRIB2" "None"
"FAM84A" "CV_LSECs"
"NBAS" "None"
"DDX1" "None"
"MYCN" "None"
"FAM49A" "None"
"RAD51AP2" "None"
"VSNL1" "None"
"SMC6" "None"
"GEN1" "None"
"KCNS3" "None"
"RP11-111J6.2" "None"
"RDH14" "None"
"AC106053.1" "None"
"LINC00954" "None"
"TTC32" "None"
"RP11-79O8.1" "None"
"WDR35" "None"
"LAPTM4A" "None"
"RP11-644K8.1" "None"
"AC098828.2" "None"
"SDC1" "Hep"
"PUM2" "None"
"RHOB" "Hep"
"HS1BP3" "None"
"RP11-130L8.2" "None"
"GDF7" "None"
"RP11-130L8.1" "None"
"LDAH" "None"
"RP11-116D2.1" "PortHep"
"APOB" "Hep"
"TDRD15" "None"
"AC067959.1" "None"
"AC016768.1" "None"
"KLHL29" "None"
"RP11-557N21.1" "None"
"ATAD2B" "None"
"UBXN2A" "None"
"MFSD2B" "None"
"C2orf44" "None"
"FKBP1B" "None"
"SF3B6" "None"
"FAM228B" "None"
"TP53I3" "Cholan"
"PFN4" "None"
"FAM228A" "None"
"ITSN2" "None"
"AC009228.1" "None"
"NCOA1" "None"
"PTRHD1" "None"
"CENPO" "gd_T_2"
"ADCY3" "None"
"RP11-443B20.1" "None"
"DNAJC27" "None"
"DNAJC27-AS1" "None"
"EFR3B" "None"
"POMC" "None"
"DNMT3A" "None"
"AC012074.2" "None"
"DTNB" "None"
"AC104699.1" "None"
"ASXL2" "None"
"KIF3C" "None"
"RAB10" "None"
"GAREM2" "None"
"HADHA" "None"
"HADHB" "Hep"
"ADGRF3" "None"
"EPT1" "None"
"OTOF" "None"
"C2orf70" "None"
"KCNK3" "None"
"SLC35F6" "None"
"CENPA" "gd_T_2"
"DPYSL5" "None"
"MAPRE3" "None"
"TMEM214" "None"
"AGBL5" "None"
"AGBL5-AS1" "None"
"RP11-195B17.1" "None"
"OST4" "None"
"EMILIN1" "Stellate"
"KHK" "Hep"
"CGREF1" "None"
"ABHD1" "None"
"PREB" "None"
"TCF23" "None"
"SLC5A6" "PortHep"
"ATRAID" "any_T_cell"
"CAD" "None"
"SLC30A3" "None"
"TRIM54" "None"
"UCN" "None"
"MPV17" "None"
"GTF3C2" "None"
"GTF3C2-AS1" "None"
"AC074117.10" "None"
"EIF2B4" "None"
"SNX17" "None"
"ZNF513" "None"
"PPM1G" "gd_T_2"
"NRBP1" "None"
"KRTCAP3" "Cholan"
"IFT172" "None"
"FNDC4" "Hep"
"GCKR" "Hep"
"AC109829.1" "None"
"ZNF512" "None"
"CCDC121" "None"
"GPN1" "any_T_cell"
"SUPT7L" "None"
"SLC4A1AP" "None"
"MRPL33" "None"
"RBKS" "None"
"BRE" "None"
"FLJ31356" "None"
"FOSL2" "None"
"RP11-373D23.3" "None"
"PLB1" "None"
"AC097724.3" "None"
"PPP1CB" "Stellate"
"SPDYA" "None"
"RP11-713D19.1" "None"
"TRMT61B" "None"
"WDR43" "None"
"FAM179A" "None"
"CLIP4" "None"
"AC016907.3" "None"
"YPEL5" "None"
"LBH" "None"
"LCLAT1" "None"
"GALNT14" "None"
"CAPN14" "None"
"EHD3" "CV_LSECs"
"XDH" "None"
"SRD5A2" "None"
"RP11-1057B6.1" "None"
"MEMO1" "None"
"DPY30" "None"
"CTC-336P14.1" "None"
"SPAST" "None"
"RP11-563N4.1" "None"
